Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2016,702,"Singapore",3109,"CEPGL (Economic Community of the Great Lakes Countries)",0,,0,,0,
2016,702,"Singapore",3110,"EAC (East African Community)",0,,0,,0,
2016,702,"Singapore",3111,"SACU (Southern African Customs Union)",1047.654,,0.85455,,28,
2016,702,"Singapore",3112,"CEN-SAD (Community of Sahel-Saharan States)",0,,0,,0,
2016,702,"Singapore",3113,"IGAD (Intergovernmental Authority on Development)",0,,0,,0,
2016,702,"Singapore",3114,"United Nations member States",111710.569,,91.12023,,2350,
2016,702,"Singapore",312,"Guadeloupe",0,,0,,0,
2016,702,"Singapore",316,"Guam",0,,0,,0,
2016,702,"Singapore",320,"Guatemala",0,,0,,0,
2016,702,"Singapore",3201,"CAN (Andean Community)",0,,0,,0,
2016,702,"Singapore",3202,"CACM (Central American Common Market)",0,,0,,0,
2016,702,"Singapore",3203,"CARICOM (Caribbean Community)",0,,0,,0,
2016,702,"Singapore",3204,"FTAA (Free Trade Area of the Americas)",4932.85,,4.02363,,42,
2016,702,"Singapore",3205,"LAIA (Latin American Integration Association)",4285.402,,3.49552,,22,
2016,702,"Singapore",3206,"NAFTA (North American Free Trade Agreement)",647.448,,0.52811,,20,
2016,702,"Singapore",3207,"OECS (Organisation of Eastern Caribbean States)",0,,0,,0,
2016,702,"Singapore",3208,"MERCOSUR (Southern Common Market)",4030.031,,3.28722,,14,
2016,702,"Singapore",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0,,0,,0,
2016,702,"Singapore",3210,"UNASUR (Union of South American Nations)",0,,0,,0,
2016,702,"Singapore",3211,"ACS (Association of Caribbean States)",0,,0,,0,
2016,702,"Singapore",324,"Guinea",0,,0,,0,
2016,702,"Singapore",328,"Guyana",0,,0,,0,
2016,702,"Singapore",3301,"ASEAN (Association of Southeast Asian Nations)",38921.71,,31.74771,,1072,
2016,702,"Singapore",3302,"APTA (Asia-Pacific Trade Agreement)",15651.344,,12.76651,,153,
2016,702,"Singapore",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",370.182,,0.30195,,26,
2016,702,"Singapore",3304,"SAARC (South Asian Association for Regional Cooperation)",2648.284,,2.16016,,38,
2016,702,"Singapore",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",70540.12,,57.53826,,1489,
2016,702,"Singapore",3306,"ECO (Economic Cooperation Organization)",321.067,,0.26189,,6,
2016,702,"Singapore",3307,"African Union",1099.487,,0.89683,,29,
2016,702,"Singapore",3310,"ADB (African Development Bank), developing member countries",23342.664,,19.04018,,278,
2016,702,"Singapore",3311,"ADB: Group A",0,,0,,0,
2016,702,"Singapore",3312,"ADB: Group B",2648.284,,2.16016,,38,
2016,702,"Singapore",3313,"ADB: Group C",20694.38,,16.88002,,240,
2016,702,"Singapore",332,"Haiti",0,,0,,0,
2016,702,"Singapore",3320,"ECA (Economic Commission for Africa)",1099.487,,0.89683,,29,
2016,702,"Singapore",3321,"ECA: North Africa",0,,0,,0,
2016,702,"Singapore",3322,"ECA: East Africa",0,,0,,0,
2016,702,"Singapore",3323,"ECA: Central Africa",0,,0,,0,
2016,702,"Singapore",3324,"ECA: Southern Africa",1099.487,,0.89683,,29,
2016,702,"Singapore",3325,"ECA: West Africa",0,,0,,0,
2016,702,"Singapore",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",4285.402,,3.49552,,22,
2016,702,"Singapore",3331,"ECLAC: Caribbean",0,,0,,0,
2016,702,"Singapore",3332,"ECLAC: Latin America",4285.402,,3.49552,,22,
2016,702,"Singapore",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",77058.267,,62.85499,,1679,
2016,702,"Singapore",3341,"ESCAP: Africa",1099.487,,0.89683,,29,
2016,702,"Singapore",3342,"ESCAP: Latin America",4285.402,,3.49552,,22,
2016,702,"Singapore",3343,"ESCAP: Europe",31191.695,,25.44248,,675,
2016,702,"Singapore",3344,"ESCAP: East and North-East Asia (ENEA)",34560.322,,28.19021,,518,
2016,702,"Singapore",3345,"ESCAP: North and Central Asia",169.972,,0.13864,,2,
2016,702,"Singapore",3346,"ESCAP: South and South-West Asia",2969.351,,2.42204,,44,
2016,702,"Singapore",3347,"ESCAP: Pacific",436.912,,0.35638,,43,
2016,702,"Singapore",3348,"ESCAP: Pacific island developing economies (PIDE)",34730.294,,28.32885,,520,
2016,702,"Singapore",3349,"ESCAP: Other area",370.182,,0.30195,,26,
2016,702,"Singapore",3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",34730.294,,28.32885,,520,
2016,702,"Singapore",3355,"UNECE (Economic Commission for Europe)",32330.182,,26.37113,,703,
2016,702,"Singapore",3360,"UNECE: Eastern Europe, Caucasus and Central Asia",339.118,,0.27661,,3,
2016,702,"Singapore",3361,"UNECE: West Balkans",0,,0,,0,
2016,702,"Singapore",3370,"ESCWA (Economic and Social Commission for Western Asia)",370.182,,0.30195,,26,
2016,702,"Singapore",3371,"ESCWA: Arab countries",370.182,,0.30195,,26,
2016,702,"Singapore",340,"Honduras",0,,0,,0,
2016,702,"Singapore",3401,"EFTA (European Free Trade Association)",2912.914,,2.37601,,125,
2016,702,"Singapore",3402,"EU25 (European Union 2004 … 2007)",28108.278,,22.9274,,548,
2016,702,"Singapore",3404,"EU15 (European Union 1995 … 2004)",28108.278,,22.9274,,548,
2016,702,"Singapore",3406,"Euro area",14592.122,,11.90252,,295,
2016,702,"Singapore",3408,"EU27 (European Union 2007 … 2013)",28109.635,,22.9285,,549,
2016,702,"Singapore",3410,"EU28 (European Union 2013 … 2020)",28109.635,,22.9285,,549,
2016,702,"Singapore",3411,"CEFTA (Central European Free Trade Agreement)",0,,0,,0,
2016,702,"Singapore",3412,"European Union (2020 …)",26343.046,,21.48753,,512,
2016,702,"Singapore",344,"China, Hong Kong SAR",2941.912,,2.39966,,101,
2016,702,"Singapore",3501,"MSG (Melanesian Spearhead Group)",0,,0,,0,
2016,702,"Singapore",352,"Iceland",0,,0,,0,
2016,702,"Singapore",356,"India",2648.284,,2.16016,,38,
2016,702,"Singapore",360,"Indonesia",503.221,,0.41047,,19,
2016,702,"Singapore",3601,"Northern America and Europe",32009.115,,26.10924,,697,
2016,702,"Singapore",3602,"Central and Southern Asia",2648.284,,2.16016,,38,
2016,702,"Singapore",3603,"Eastern and South-Eastern Asia",81402.005,,66.3981,,1712,
2016,702,"Singapore",3604,"Western Asia and Northern Africa",691.249,,0.56384,,32,
2016,702,"Singapore",364,"Iran (Islamic Republic of)",0,,0,,0,
2016,702,"Singapore",368,"Iraq",0,,0,,0,
2016,702,"Singapore",372,"Ireland",0,,0,,0,
2016,702,"Singapore",376,"Israel",0,,0,,0,
2016,702,"Singapore",380,"Italy",412.486,,0.33646,,7,
2016,702,"Singapore",384,"Côte d'Ivoire",0,,0,,0,
2016,702,"Singapore",388,"Jamaica",0,,0,,0,
2016,702,"Singapore",3901,"APEC (Asia-Pacific Economic Cooperation)",82911.708,,67.62953,,1785,
2016,702,"Singapore",3903,"CIS (Commonwealth of Independent States)",169.972,,0.13864,,2,
2016,702,"Singapore",3905,"OECD (Organisation for Economic Cooperation and Development)",51852.75,,42.29532,,1058,
2016,702,"Singapore",3906,"OPEC (Organization of the Petroleum Exporting Countries)",360.922,,0.2944,,25,
2016,702,"Singapore",3907,"ACP (African, Caribbean and Pacific Group of States)",1099.487,,0.89683,,29,
2016,702,"Singapore",3908,"LAS (League of Arab States)",370.182,,0.30195,,26,
2016,702,"Singapore",3909,"OIC (Organisation of Islamic Cooperation)",6769.312,,5.5216,,102,
2016,702,"Singapore",3910,"OAS (Organization of American States)",4932.85,,4.02363,,42,
2016,702,"Singapore",3912,"G7 (Group of Seven)",31036.977,,25.31628,,548,
2016,702,"Singapore",3913,"G8 (Group of Eight)",31206.949,,25.45493,,550,
2016,702,"Singapore",3916,"G20 (Group of Twenty)",69545.555,,56.72701,,1138,
2016,702,"Singapore",3919,"G-77 (Group of 77)",59772.715,,48.75549,,1296,
2016,702,"Singapore",392,"Japan",18615.35,,15.18419,,302,
2016,702,"Singapore",3921,"GSTP (Global System of Trade Preferences among Developing Countries)",46410.806,,37.85643,,1138,
2016,702,"Singapore",3922,"GSTP: Africa",0,,0,,0,
2016,702,"Singapore",3923,"GSTP: Latin America",4285.402,,3.49552,,22,
2016,702,"Singapore",3924,"GSTP: Asia",42125.404,,34.36091,,1116,
2016,702,"Singapore",3932,"TPP (Trans-Pacific Partnership)",55842.383,,45.54959,,1353,
2016,702,"Singapore",3940,"ACP: Africa",1099.487,,0.89683,,29,
2016,702,"Singapore",3941,"ACP: Western Africa",0,,0,,0,
2016,702,"Singapore",3942,"ACP: Eastern Africa",51.833,,0.04228,,1,
2016,702,"Singapore",3943,"ACP: Central Africa",0,,0,,0,
2016,702,"Singapore",3944,"ACP: Southern Africa",1047.654,,0.85455,,28,
2016,702,"Singapore",3945,"ACP: Caribbean",0,,0,,0,
2016,702,"Singapore",3946,"ACP: Pacific",0,,0,,0,
2016,702,"Singapore",3947,"ACP: LDCs",0,,0,,0,
2016,702,"Singapore",3948,"ACP: LLDCs",0,,0,,0,
2016,702,"Singapore",3949,"ACP: islands states",51.833,,0.04228,,1,
2016,702,"Singapore",3950,"ACP: Northern Africa",0,,0,,0,
2016,702,"Singapore",398,"Kazakhstan",0,,0,,0,
2016,702,"Singapore",400,"Jordan",0,,0,,0,
2016,702,"Singapore",404,"Kenya",0,,0,,0,
2016,702,"Singapore",408,"Korea, Dem. People's Rep. of",0,,0,,0,
2016,702,"Singapore",410,"Korea, Republic of",555.41,,0.45304,,6,
2016,702,"Singapore",414,"Kuwait",0,,0,,0,
2016,702,"Singapore",418,"Lao People's Dem. Rep.",0,,0,,0,
2016,702,"Singapore",422,"Lebanon",0,,0,,0,
2016,702,"Singapore",428,"Latvia",0,,0,,0,
2016,702,"Singapore",430,"Liberia",0,,0,,0,
2016,702,"Singapore",434,"Libya",0,,0,,0,
2016,702,"Singapore",438,"Liechtenstein",0,,0,,0,
2016,702,"Singapore",440,"Lithuania",0,,0,,0,
2016,702,"Singapore",442,"Luxembourg",0,,0,,0,
2016,702,"Singapore",446,"China, Macao SAR",0,,0,,0,
2016,702,"Singapore",450,"Madagascar",0,,0,,0,
2016,702,"Singapore",458,"Malaysia",5574.842,,4.54729,,51,
2016,702,"Singapore",462,"Maldives",0,,0,,0,
2016,702,"Singapore",470,"Malta",0,,0,,0,
2016,702,"Singapore",474,"Martinique",0,,0,,0,
2016,702,"Singapore",478,"Mauritania",0,,0,,0,
2016,702,"Singapore",480,"Mauritius",51.833,,0.04228,,1,
2016,702,"Singapore",484,"Mexico",0,,0,,0,
2016,702,"Singapore",492,"Monaco",0,,0,,0,
2016,702,"Singapore",496,"Mongolia",0,,0,,0,
2016,702,"Singapore",498,"Moldova, Republic of",0,,0,,0,
2016,702,"Singapore",499,"Montenegro",0,,0,,0,
2016,702,"Singapore",504,"Morocco",0,,0,,0,
2016,702,"Singapore",508,"Mozambique",0,,0,,0,
2016,702,"Singapore",5100,"Africa",1099.487,,0.89683,,29,
2016,702,"Singapore",5110,"Northern Africa",0,,0,,0,
2016,702,"Singapore",512,"Oman",0,,0,,0,
2016,702,"Singapore",5120,"Sub-Saharan Africa",1099.487,,0.89683,,29,
2016,702,"Singapore",5121,"Eastern Africa",51.833,,0.04228,,1,
2016,702,"Singapore",5122,"Middle Africa",0,,0,,0,
2016,702,"Singapore",5123,"Southern Africa",1047.654,,0.85455,,28,
2016,702,"Singapore",5124,"Western Africa",0,,0,,0,
2016,702,"Singapore",516,"Namibia",0,,0,,0,
2016,702,"Singapore",5200,"America",4932.85,,4.02363,,42,
2016,702,"Singapore",5210,"Northern America",647.448,,0.52811,,20,
2016,702,"Singapore",5220,"Latin America and the Caribbean",4285.402,,3.49552,,22,
2016,702,"Singapore",5221,"Caribbean",0,,0,,0,
2016,702,"Singapore",5222,"Central America",0,,0,,0,
2016,702,"Singapore",5223,"South America",4285.402,,3.49552,,22,
2016,702,"Singapore",528,"Netherlands",418.664,,0.3415,,36,
2016,702,"Singapore",5300,"Asia",84741.538,,69.12209,,1782,
2016,702,"Singapore",531,"Curaçao",0,,0,,0,
2016,702,"Singapore",5310,"Central Asia",0,,0,,0,
2016,702,"Singapore",5320,"Southern Asia",2648.284,,2.16016,,38,
2016,702,"Singapore",533,"Aruba",0,,0,,0,
2016,702,"Singapore",5330,"Eastern Asia",42480.295,,34.65038,,640,
2016,702,"Singapore",5340,"Western Asia",691.249,,0.56384,,32,
2016,702,"Singapore",535,"Bonaire, Sint Eustatius and Saba",0,,0,,0,
2016,702,"Singapore",5350,"South-eastern Asia",38921.71,,31.74771,,1072,
2016,702,"Singapore",540,"New Caledonia",0,,0,,0,
2016,702,"Singapore",5400,"Europe",31361.667,,25.58113,,677,
2016,702,"Singapore",5410,"Eastern Europe",340.475,,0.27772,,4,
2016,702,"Singapore",5420,"Northern Europe",16182.987,,13.20016,,373,
2016,702,"Singapore",5430,"Southern Europe",3750.461,,3.05918,,65,
2016,702,"Singapore",5440,"Western Europe",11087.744,,9.04407,,235,
2016,702,"Singapore",548,"Vanuatu",0,,0,,0,
2016,702,"Singapore",5500,"Oceania",436.912,,0.35638,,43,
2016,702,"Singapore",554,"New Zealand",0,,0,,0,
2016,702,"Singapore",558,"Nicaragua",0,,0,,0,
2016,702,"Singapore",5600,"Asia and Oceania",85178.45,,69.47847,,1825,
2016,702,"Singapore",566,"Nigeria",0,,0,,0,
2016,702,"Singapore",579,"Norway",2666.831,,2.17528,,120,
2016,702,"Singapore",580,"Northern Mariana Islands",0,,0,,0,
2016,702,"Singapore",583,"Micronesia (Federated States of)",0,,0,,0,
2016,702,"Singapore",584,"Marshall Islands",0,,0,,0,
2016,702,"Singapore",585,"Palau",0,,0,,0,
2016,702,"Singapore",586,"Pakistan",0,,0,,0,
2016,702,"Singapore",591,"Panama",0,,0,,0,
2016,702,"Singapore",598,"Papua New Guinea",0,,0,,0,
2016,702,"Singapore",600,"Paraguay",0,,0,,0,
2016,702,"Singapore",604,"Peru",0,,0,,0,
2016,702,"Singapore",608,"Philippines",20.421,,0.01666,,2,
2016,702,"Singapore",616,"Poland",0,,0,,0,
2016,702,"Singapore",620,"Portugal",0,,0,,0,
2016,702,"Singapore",624,"Guinea-Bissau",0,,0,,0,
2016,702,"Singapore",626,"Timor-Leste",0,,0,,0,
2016,702,"Singapore",634,"Qatar",0,,0,,0,
2016,702,"Singapore",638,"Réunion",0,,0,,0,
2016,702,"Singapore",642,"Romania",1.357,,0.00111,,1,
2016,702,"Singapore",643,"Russian Federation",169.972,,0.13864,,2,
2016,702,"Singapore",652,"Saint Barthélemy",0,,0,,0,
2016,702,"Singapore",654,"Saint Helena",0,,0,,0,
2016,702,"Singapore",659,"Saint Kitts and Nevis",0,,0,,0,
2016,702,"Singapore",660,"Anguilla",0,,0,,0,
2016,702,"Singapore",662,"Saint Lucia",0,,0,,0,
2016,702,"Singapore",666,"Saint Pierre and Miquelon",0,,0,,0,
2016,702,"Singapore",670,"Saint Vincent and the Grenadines",0,,0,,0,
2016,702,"Singapore",678,"Sao Tome and Principe",0,,0,,0,
2016,702,"Singapore",682,"Saudi Arabia",12.921,,0.01054,,2,
2016,702,"Singapore",686,"Senegal",0,,0,,0,
2016,702,"Singapore",690,"Seychelles",0,,0,,0,
2016,702,"Singapore",694,"Sierra Leone",0,,0,,0,
2016,702,"Singapore",702,"Singapore",30674.98,,25.02101,,941,
2016,702,"Singapore",704,"Viet Nam",152.953,,0.12476,,2,
2016,702,"Singapore",705,"Slovenia",0,,0,,0,
2016,702,"Singapore",706,"Somalia",0,,0,,0,
2016,702,"Singapore",710,"South Africa",1047.654,,0.85455,,28,
2016,702,"Singapore",724,"Spain",0,,0,,0,
2016,702,"Singapore",729,"Sudan",0,,0,,0,
2016,702,"Singapore",740,"Suriname",0,,0,,0,
2016,702,"Singapore",752,"Sweden",376.527,,0.30713,,16,
2016,702,"Singapore",756,"Switzerland",246.083,,0.20073,,5,
2016,702,"Singapore",757,"Switzerland, Liechtenstein",246.083,,0.20073,,5,
2016,702,"Singapore",760,"Syrian Arab Republic",0,,0,,0,
2016,702,"Singapore",764,"Thailand",1995.293,,1.62752,,57,
2016,702,"Singapore",768,"Togo",0,,0,,0,
2016,702,"Singapore",772,"Tokelau",0,,0,,0,
2016,702,"Singapore",776,"Tonga",0,,0,,0,
2016,702,"Singapore",780,"Trinidad and Tobago",0,,0,,0,
2016,702,"Singapore",784,"United Arab Emirates",348.001,,0.28386,,23,
2016,702,"Singapore",788,"Tunisia",0,,0,,0,
2016,702,"Singapore",792,"Turkey",321.067,,0.26189,,6,
2016,702,"Singapore",795,"Turkmenistan",0,,0,,0,
2016,702,"Singapore",796,"Turks and Caicos Islands",0,,0,,0,
2016,702,"Singapore",798,"Tuvalu",0,,0,,0,
2016,702,"Singapore",804,"Ukraine",169.146,,0.13797,,1,
2016,702,"Singapore",818,"Egypt",0,,0,,0,
2016,702,"Singapore",830,"Channel Islands",0,,0,,0,
2016,702,"Singapore",834,"Tanzania, United Republic of",0,,0,,0,
2016,702,"Singapore",841,"United States of America including Puerto Rico",515.473,,0.42046,,14,
2016,702,"Singapore",842,"United States of America",515.473,,0.42046,,14,
2016,702,"Singapore",850,"United States Virgin Islands",0,,0,,0,
2016,702,"Singapore",858,"Uruguay",0,,0,,0,
2016,702,"Singapore",862,"Venezuela (Bolivarian Rep. of)",0,,0,,0,
2016,702,"Singapore",876,"Wallis and Futuna Islands",0,,0,,0,
2016,702,"Singapore",882,"Samoa",0,,0,,0,
2016,702,"Singapore",887,"Yemen",0,,0,,0,
2016,702,"Singapore",926,"United Kingdom",1766.589,,1.44097,,37,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",0000,"World",14820.278,,100,,546,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",0000u,"World n.e.s.",18.541,,0.12511,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",008,"Albania",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",012,"Algeria",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",016,"American Samoa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",024,"Angola",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",028,"Antigua and Barbuda",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",031,"Azerbaijan",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",032,"Argentina",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",036,"Australia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",040,"Austria",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",044,"Bahamas",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",048,"Bahrain",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",050,"Bangladesh",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",052,"Barbados",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",056,"Belgium",8.49,,0.05729,,2,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",060,"Bermuda",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",068,"Bolivia (Plurinational State of)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",076,"Brazil",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",084,"Belize",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",090,"Solomon Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",092,"British Virgin Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",096,"Brunei Darussalam",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",100,"Bulgaria",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",104,"Myanmar",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1100,"Developed economies",11813.361,,79.71079,,503,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1120,"Developed economies: America",277.577,,1.87295,,50,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1130,"Developed economies: Asia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1140,"Developed economies: Europe",11535.784,,77.83784,,453,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1150,"Developed economies: Oceania",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",116,"Cambodia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",120,"Cameroon",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1200,"Developing economies",2988.376,,20.1641,,42,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1210,"Developing economies: Africa",3.13,,0.02112,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1220,"Developing economies: America",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1230,"Developing economies: Asia",2984.655,,20.139,,40,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",124,"Canada",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1250,"Developing economies: Oceania",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",1300,"Transition economies",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",132,"Cabo Verde",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",136,"Cayman Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",144,"Sri Lanka",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",152,"Chile",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",156,"China",1039.482,,7.01392,,10,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",158,"China, Taiwan Province of",1776.914,,11.98975,,21,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",170,"Colombia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",174,"Comoros",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",175,"Mayotte",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",178,"Congo",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",180,"Congo, Dem. Rep. of the",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",184,"Cook Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",188,"Costa Rica",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",191,"Croatia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",192,"Cuba",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",196,"Cyprus",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",204,"Benin",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",208,"Denmark",579.427,,3.90969,,23,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2101,"Developed economies: Asia and Oceania",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2102,"Developing economies: Asia and Oceania",2984.655,,20.139,,40,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2116,"Sub-Saharan Africa excluding South Africa",3.13,,0.02112,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2117,"Africa excluding South Africa",3.13,,0.02112,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",212,"Dominica",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",214,"Dominican Republic",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2160,"Developing economies excluding China",1948.894,,13.15019,,32,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2161,"Developing economies excluding LDCs",2988.376,,20.1641,,42,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",218,"Ecuador",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2200,"M49 developing regions",2988.376,,20.1641,,42,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2205,"M49 developed regions",11813.361,,79.71079,,503,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2210,"LDCs (Least developed countries)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2211,"LDCs: Africa and Haiti",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2213,"LDCs: Asia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2216,"LDCs: Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",222,"El Salvador",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2220,"LLDCs (Landlocked developing countries)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2221,"LDCs: Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2222,"LDCs: Islands and Haiti",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2230,"SIDS (Small island developing States) (UNCTAD)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2231,"SIDS: Atlantic and Indian Ocean",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2232,"SIDS: Caribbean",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2233,"SIDS: Pacific",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2250,"SIDS (Small island developing States) (UN-OHRLLS)",6.866,,0.04633,,5,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",226,"Equatorial Guinea",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",231,"Ethiopia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",232,"Eritrea",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",233,"Estonia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",234,"Faroe Islands",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2370,"Selected exporters of petroleum",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2371,"Selected exporters of manufactured goods",2984.455,,20.13765,,39,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2372,"Selected exporters of manufactured goods and primary commodities",2823.589,,19.0522,,33,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2373,"Selected exporters of agricultural products",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2374,"Selected exporters of minerals and mining products",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2376,"Selected LIFDC (Low-income food-deficit countries)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2378,"LIFDC (Low-income food-deficit countries) (FAO)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",238,"Falkland Islands (Malvinas)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2411,"Net food-importing economies",12489.962,,84.27617,,373,
