Year,Series,Series Label,Economy,Economy Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,US dollars at constant prices (2015) in millions,US dollars at constant prices (2015) in millions Footnote,US dollars at constant prices (2015) per capita,US dollars at constant prices (2015) per capita Footnote
"2000,5100,""Total gross domestic product"",100,""Bulgaria"",13246,,1656.174,,29975.073,,3747.844,"
"2000,5100,""Total gross domestic product"",104,""Myanmar"",8694.267,,186.094,,14822.19,,317.258,"
"2000,5100,""Total gross domestic product"",108,""Burundi"",709.113,,111.166,,1718.537,,269.411,"
"2000,5100,""Total gross domestic product"",112,""Belarus"",10770.187,,1091.024,,26102.683,,2644.211,"
"2000,5100,""Total gross domestic product"",116,""Cambodia"",3666.638,,301.651,,5910.14,,486.222,"
"2000,5100,""Total gross domestic product"",120,""Cameroon"",10046.704,,647.592,,16365.534,,1054.892,"
"2000,5100,""Total gross domestic product"",124,""Canada"",744773.788,,24348.259,,1163425.708,,38034.893,"
"2000,5100,""Total gross domestic product"",132,""Cabo Verde"",613.244,,1432.218,,892.442,,2084.278,"
"2000,5100,""Total gross domestic product"",136,""Cayman Islands"",3002.114,,70963.567,,4015.367,,94914.706,"
"2000,5100,""Total gross domestic product"",140,""Central African Republic"",956.832,,262.836,,1980.879,,544.135,"
"2000,5100,""Total gross domestic product"",144,""Sri Lanka"",19131.796,,1018.862,,36033.41,,1918.957,"
"2000,5100,""Total gross domestic product"",148,""Chad"",1575.766,,188.587,,3304.824,,395.519,"
"2000,5100,""Total gross domestic product"",152,""Chile"",78363.152,,5107.637,,134464.891,,8764.296,"
"2000,5100,""Total gross domestic product"",156,""China"",1211331.153,,938.616,,2776233.5,,2151.201,"
"2000,5100,""Total gross domestic product"",158,""China, Taiwan Province of"",330680.231,,15053.823,,306813.197,,13967.305,"
"2000,5100,""Total gross domestic product"",170,""Colombia"",99230.397,,2503.923,,157194.39,,3966.554,"
"2000,5100,""Total gross domestic product"",174,""Comoros"",421.942,,777.978,,664.152,,1224.564,"
"2000,5100,""Total gross domestic product"",178,""Congo"",3358.958,,1074.035,,6112.333,,1954.433,"
"2000,5100,""Total gross domestic product"",180,""Congo, Dem. Rep. of the"",8342.257,,177.096,,16528.129,,350.872,"
"2000,5100,""Total gross domestic product"",184,""Cook Islands"",99.984,,5574.781,,234.347,,13066.482,"
"2000,5100,""Total gross domestic product"",188,""Costa Rica"",14949.676,,3772.914,,29974.57,,7564.81,"
"2000,5100,""Total gross domestic product"",191,""Croatia"",21669.247,,4893.604,,39019.356,,8811.81,"
"2000,5100,""Total gross domestic product"",192,""Cuba"",30565.8,,2747.136,,45721.693,,4109.29,"
"2000,5100,""Total gross domestic product"",196,""Cyprus"",9962.865,,14355.424,,15484.86,,22312.029,"
"2000,5100,""Total gross domestic product"",203,""Czechia"",61823.494,,6008.48,,126265.44,,12271.44,"
"2000,5100,""Total gross domestic product"",204,""Benin"",2569.197,,374.194,,4424.71,,644.443,"
"2000,5100,""Total gross domestic product"",208,""Denmark"",164157.903,,30734.32,,262932.969,,49227.395,"
"2000,5100,""Total gross domestic product"",2101,""Developed economies: Asia and Oceania"",5483080.06,,35075.876,,5022902.696,,32132.07,"
"2000,5100,""Total gross domestic product"",2102,""Developing economies: Asia and Oceania"",4479343.364,,1239.053,,8095061.141,,2239.214,"
"2000,5100,""Total gross domestic product"",2103,""Developed economies: Asia"",5019861.692,,37610.379,,4105293.249,,30758.145,"
"2000,5100,""Total gross domestic product"",2104,""Developing economies: Asia"",4463443.668,,1237.491,,8067235.368,,2236.643,"
"2000,5100,""Total gross domestic product"",2105,""Developed economies: Oceania"",463218.368,,20271.761,,917609.448,,40157.214,"
"2000,5100,""Total gross domestic product"",2106,""Developing economies: Oceania"",15899.696,,1918.881,,27825.773,,3358.2,"
"2000,5100,""Total gross domestic product"",2116,""Sub-Saharan Africa excluding South Africa"",254481.875,,433.086,,507734.96,,864.081,"
"2000,5100,""Total gross domestic product"",2117,""Africa excluding South Africa"",516769.34,,675.684,,979997.476,,1281.362,"
"2000,5100,""Total gross domestic product"",212,""Dominica"",333.47,,4787.801,,428.336,,6149.839,"
"2000,5100,""Total gross domestic product"",214,""Dominican Republic"",23959.949,,2828.362,,34721.487,,4098.712,"
"2000,5100,""Total gross domestic product"",2160,""Developing economies excluding China"",6166931.976,,1688.918,,10028632.41,,2746.51,"
"2000,5100,""Total gross domestic product"",2161,""Developing economies excluding LDCs"",7178653.659,,1674.98,,12419295.171,,2897.768,"
"2000,5100,""Total gross domestic product"",218,""Ecuador"",18318.601,,1444.557,,53379.221,,4209.345,"
"2000,5100,""Total gross domestic product"",2200,""Developing regions (M49)"",7378263.129,,1492.983,,12804865.911,,2591.05,"
"2000,5100,""Total gross domestic product"",2205,""Developed regions (M49)"",26258530.768,,21872.058,,35352272.04,,29446.695,"
"2000,5100,""Total gross domestic product"",2210,""LDCs (Least developed countries)"",199609.47,,304.215,,385570.74,,587.629,"
"2000,5100,""Total gross domestic product"",2211,""LDCs: Africa and Haiti"",118675.706,,296.409,,228710.227,,571.236,"
"2000,5100,""Total gross domestic product"",2213,""LDCs: Asia"",80012.638,,314.296,,155320.075,,610.109,"
"2000,5100,""Total gross domestic product"",2216,""LDCs: Islands"",921.126,,773.351,,1540.438,,1293.308,"
"2000,5100,""Total gross domestic product"",222,""El Salvador"",11784.928,,2001.54,,17655.224,,2998.545,"
"2000,5100,""Total gross domestic product"",2220,""LLDCs (Landlocked developing countries)"",136979.188,,417.941,,281470.082,,858.801,"
"2000,5100,""Total gross domestic product"",2221,""LDCs: Africa"",115011.201,,293.46,,221685.655,,565.649,"
"2000,5100,""Total gross domestic product"",2222,""LDCs: Islands and Haiti"",4585.631,,474.954,,8565.011,,887.117,"
"2000,5100,""Total gross domestic product"",2230,""SIDS (Small island developing States) (UNCTAD)"",42795.291,,4425.891,,63175.304,,6533.592,"
"2000,5100,""Total gross domestic product"",2231,""SIDS: Atlantic and Indian Ocean"",7609.987,,2862.683,,11112.205,,4180.128,"
"2000,5100,""Total gross domestic product"",2232,""SIDS: Caribbean"",31843.382,,6307.476,,46427.765,,9196.323,"
"2000,5100,""Total gross domestic product"",2233,""SIDS: Pacific"",3341.921,,1702.932,,5635.334,,2871.579,"
"2000,5100,""Total gross domestic product"",2250,""SIDS (Small island developing States) (UN-OHRLLS)"",234835.956,,4529.314,,353244.344,,6813.073,"
"2000,5100,""Total gross domestic product"",226,""Equatorial Guinea"",1510.819,,2492.361,,3195.381,,5271.341,"
"2000,5100,""Total gross domestic product"",231,""Ethiopia"",8030.203,,121.257,,16650.629,,251.426,"
"2000,5100,""Total gross domestic product"",232,""Eritrea"",706.371,,308.134,,1730.914,,755.062,"
"2000,5100,""Total gross domestic product"",233,""Estonia"",5698.304,,4072.803,,13968.299,,9983.696,"
"2000,5100,""Total gross domestic product"",2370,""Selected exporters of petroleum"",844811.716,,2178.944,,1806249.749,,4658.691,"
"2000,5100,""Total gross domestic product"",2371,""Selected exporters of manufactured goods"",4337905.69,,1384.987,,7166519.186,,2288.094,"
"2000,5100,""Total gross domestic product"",2372,""Selected exporters of manufactured goods and primary commodities"",3886733.884,,1856.218,,6444772.999,,3077.881,"
"2000,5100,""Total gross domestic product"",2373,""Selected exporters of agricultural products"",507489.895,,1527.606,,802255.987,,2414.888,"
"2000,5100,""Total gross domestic product"",2374,""Selected exporters of minerals and mining products"",171794.906,,1051.681,,293647.829,,1797.631,"
"2000,5100,""Total gross domestic product"",2376,""Selected LIFDC (Low-income food-deficit countries)"",670610.916,,422.78,,1166694.966,,735.532,"
"2000,5100,""Total gross domestic product"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",788387.143,,419.472,,1392260.171,,740.771,"
"2000,5100,""Total gross domestic product"",2411,""Net food-importing economies"",16770459.476,,4848.85,,23521566.001,,6800.801,"
"2000,5100,""Total gross domestic product"",2412,""Net food-exporting economies"",16862337.131,,6283.34,,24630120.029,,9177.815,"
"2000,5100,""Total gross domestic product"",2413,""Net food-exporting developing economies"",3335054.597,,1567.178,,5416431.212,,2545.24,"
"2000,5100,""Total gross domestic product"",2415,""Net food-exporting developed economies"",13527282.535,,24347.365,,19213688.817,,34582.164,"
"2000,5100,""Total gross domestic product"",2416,""Major net food-exporting economies"",16749715.508,,6559.504,,24397956.498,,9554.7,"
"2000,5100,""Total gross domestic product"",242,""Fiji"",1707.941,,2105.94,,2755.668,,3397.819,"
"2000,5100,""Total gross domestic product"",2420,""Net food-importing developing economies"",4040352.019,,1435.948,,7384740.995,,2624.549,"
"2000,5100,""Total gross domestic product"",2422,""Net food-importing developed economies"",12730107.458,,19738.785,,16136825.006,,25021.102,"
"2000,5100,""Total gross domestic product"",2423,""Major net food-importing economies"",16036806.255,,5693.476,,22275401.845,,7908.337,"
"2000,5100,""Total gross domestic product"",246,""Finland"",125706.555,,24230.473,,196018.681,,37783.434,"
"2000,5100,""Total gross domestic product"",2508,""Industrialized economies (UNIDO)"",27274277.603,,23648.679,,36466688.704,,31619.134,"
"2000,5100,""Total gross domestic product"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",5367015.174,,1539.408,,9761010.955,,2799.728,"
"2000,5100,""Total gross domestic product"",251,""France"",1364855.048,,22409.017,,2049624.645,,33651.979,"
"2000,5100,""Total gross domestic product"",2510,""Emerging markets"",7017689.617,,1813.159,,12406687.172,,3205.514,"
"2000,5100,""Total gross domestic product"",2511,""Emerging markets: Africa"",303568.121,,1285.853,,554750.869,,2349.812,"
"2000,5100,""Total gross domestic product"",2512,""Emerging markets: America"",2056043.334,,4757.305,,3215740.119,,7440.63,"
"2000,5100,""Total gross domestic product"",2513,""Emerging markets: Asia"",3992920.167,,1378.651,,7045430.593,,2432.602,"
"2000,5100,""Total gross domestic product"",2514,""Emerging markets: Europe and Kazakhstan"",665157.995,,2174.437,,1590765.591,,5200.298,"
"2000,5100,""Total gross domestic product"",258,""French Polynesia"",3757.034,,15610.017,,5061.094,,21028.224,"
"2000,5100,""Total gross domestic product"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",149557.036,,345.205,,253743.231,,585.686,"
"2000,5100,""Total gross domestic product"",262,""Djibouti"",546.37,,761.409,,790.323,,1101.377,"
"2000,5100,""Total gross domestic product"",2621,""High-income developing economies"",5763268.248,,2676.833,,9725685.373,,4517.234,"
"2000,5100,""Total gross domestic product"",2622,""Middle-income developing economies"",1482263.846,,629.645,,2861053.356,,1215.336,"
"2000,5100,""Total gross domestic product"",2623,""Low-income developing economies"",132466.059,,304.777,,217615.67,,500.689,"
"2000,5100,""Total gross domestic product"",2624,""Low-income economies (World Bank)"",123769.237,,308.061,,220611.065,,549.1,"
"2000,5100,""Total gross domestic product"",2625,""Lower-middle-income economies (World Bank)"",1227365.823,,569.205,,2235127.136,,1036.566,"
"2000,5100,""Total gross domestic product"",2626,""Upper-middle-income economies (World Bank)"",4649014.223,,1871.326,,8907050.576,,3585.274,"
"2000,5100,""Total gross domestic product"",2627,""High-income economies (World Bank)"",27636358.453,,25122.014,,36793839.446,,33446.351,"
"2000,5100,""Total gross domestic product"",2628,""High-income OECD members (World Bank)"",26487720.318,,26512.266,,35143075.32,,35175.641,"
"2000,5100,""Total gross domestic product"",2629,""High-income non OECD members (World Bank)"",1148638.134,,11371.405,,1650764.126,,16342.403,"
"2000,5100,""Total gross domestic product"",266,""Gabon"",5676.783,,4621.437,,9974.634,,8120.292,"
"2000,5100,""Total gross domestic product"",268,""Georgia"",3216.917,,737.456,,6385.902,,1463.923,"
"2000,5100,""Total gross domestic product"",270,""Gambia"",1301.146,,987.431,,947.113,,718.758,"
"2000,5100,""Total gross domestic product"",2710,""BASIC"",2478275.023,,965.48,,4988971.905,,1943.59,"
"2000,5100,""Total gross domestic product"",2711,""BRICS"",2739842.169,,1009.786,,5774032.544,,2128.056,"
"2000,5100,""Total gross domestic product"",275,""State of Palestine"",4313.6,,1337.962,,7118.374,,2207.926,"
"2000,5100,""Total gross domestic product"",276,""Germany"",1943143.892,,23871.288,,2834341.052,,34819.537,"
"2000,5100,""Total gross domestic product"",288,""Ghana"",10569.788,,548.258,,20129.347,,1044.116,"
"2000,5100,""Total gross domestic product"",296,""Kiribati"",74.699,,885.01,,135.906,,1610.167,"
"2000,5100,""Total gross domestic product"",300,""Greece"",131719.209,,11885.759,,201522.911,,18184.537,"
"2000,5100,""Total gross domestic product"",304,""Greenland"",1167.088,,20775.184,,1862.519,,33154.485,"
"2000,5100,""Total gross domestic product"",308,""Grenada"",520.044,,5056.978,,717.466,,6976.731,"
"2000,5100,""Total gross domestic product"",3101,""AMU (Arab Maghreb Union)"",155291.252,,2002.922,,264821.255,,3415.622,"
"2000,5100,""Total gross domestic product"",3102,""COMESA (Common Market for Eastern and Southern Africa)"",240167.321,,658.824,,449878.002,,1234.1,"
"2000,5100,""Total gross domestic product"",3103,""ECCAS (Economic Community of Central African States)"",46525.33,,421.318,,102160.256,,925.129,"
"2000,5100,""Total gross domestic product"",3104,""ECOWAS (Economic Community of West African States)"",117081.035,,504.415,,262479.732,,1130.831,"
"2000,5100,""Total gross domestic product"",3105,""MRU (Mano River Union)"",16456.569,,512.212,,29646.628,,922.754,"
"2000,5100,""Total gross domestic product"",3106,""SADC (Southern African Development Community)"",215502.812,,992.288,,337453.21,,1553.811,"
"2000,5100,""Total gross domestic product"",3107,""CEMAC (Economic and Monetary Community of Central Africa)"",23125.863,,712.179,,40933.586,,1260.582,"
"2000,5100,""Total gross domestic product"",3108,""WAEMU (West African Economic and Monetary Union)"",29373.089,,401.656,,52368.445,,716.101,"
"2000,5100,""Total gross domestic product"",3109,""CEPGL (Economic Community of the Great Lakes Countries)"",11119.648,,181.048,,20981.394,,341.614,"
"2000,5100,""Total gross domestic product"",3110,""EAC (East African Community)"",36688.166,,354.727,,64431.1,,622.965,"
"2000,5100,""Total gross domestic product"",3111,""SACU (Southern African Customs Union)"",150618.224,,2927.817,,219464.159,,4266.09,"
"2000,5100,""Total gross domestic product"",3112,""CEN-SAD (Community of Sahel-Saharan States)"",327212.826,,830.886,,643677.618,,1634.48,"
"2000,5100,""Total gross domestic product"",3113,""IGAD (Intergovernmental Authority on Development)"",45670.62,,273.156,,100160.831,,599.062,"
"2000,5100,""Total gross domestic product"",3114,""United Nations member States"",33102309.736,,5418.329,,47619171.585,,7794.512,"
"2000,5100,""Total gross domestic product"",320,""Guatemala"",16922.734,,1452.502,,37030.475,,3178.379,"
"2000,5100,""Total gross domestic product"",3201,""CAN (Andean Community)"",177690.12,,2037.981,,315317.762,,3616.473,"
"2000,5100,""Total gross domestic product"",3202,""CACM (Central American Common Market)"",67745.218,,1872.698,,124833.378,,3450.8,"
"2000,5100,""Total gross domestic product"",3203,""CARICOM (Caribbean Community)"",38669.061,,2580.998,,59064.104,,3942.282,"
"2000,5100,""Total gross domestic product"",3205,""LAIA (Latin American Integration Association)"",2115999.322,,4599.151,,3317427.743,,7210.471,"
"2000,5100,""Total gross domestic product"",3206,""NAFTA (North American Free Trade Agreement)"",11767599.897,,28357.246,,15882641.143,,38273.562,"
"2000,5100,""Total gross domestic product"",3207,""OECS (Organisation of Eastern Caribbean States)"",4477.21,,7542.647,,6265.822,,10555.88,"
"2000,5100,""Total gross domestic product"",3208,""MERCOSUR (Southern Common Market)"",1109662.384,,4538.561,,1924950.49,,7873.12,"
"2000,5100,""Total gross domestic product"",3209,""ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)"",156238.232,,3815.781,,309507.296,,7559.046,"
"2000,5100,""Total gross domestic product"",3210,""UNASUR (Union of South American Nations)"",127837.495,,3779.001,,273454.105,,8083.571,"
"2000,5100,""Total gross domestic product"",3211,""ACS (Association of Caribbean States)"",1085190.827,,4648.046,,1548999.281,,6634.612,"
"2000,5100,""Total gross domestic product"",324,""Guinea"",4269.438,,518.089,,5255.662,,637.766,"
"2000,5100,""Total gross domestic product"",328,""Guyana"",1136.5,,1521.994,,1741.219,,2331.83,"
"2000,5100,""Total gross domestic product"",3301,""ASEAN (Association of Southeast Asian Nations)"",625342.907,,1191.111,,1156103.85,,2202.069,"
"2000,5100,""Total gross domestic product"",3302,""APTA (Asia-Pacific Trade Agreement)"",2331384.217,,914.748,,4518650.052,,1772.95,"
"2000,5100,""Total gross domestic product"",3303,""GCC (The Cooperation Council for the Arab States of the Gulf)"",379263.982,,12914.157,,709317.2,,24152.658,"
"2000,5100,""Total gross domestic product"",3304,""SAARC (South Asian Association for Regional Cooperation)"",628013.141,,451.501,,1099580.467,,790.527,"
"2000,5100,""Total gross domestic product"",3305,""ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea"",7300373.184,,3667.678,,8651695.859,,4346.577,"
"2000,5100,""Total gross domestic product"",3306,""ECO (Economic Cooperation Organization)"",513365.751,,1444.247,,947960.791,,2666.889,"
"2000,5100,""Total gross domestic product"",3307,""African Union"",655205.082,,809.118,,1182480.344,,1460.254,"
"2000,5100,""Total gross domestic product"",3310,""ADB (African Development Bank), developing member countries"",2424513.829,,738.445,,5035481.186,,1533.679,"
"2000,5100,""Total gross domestic product"",3311,""ADB: Group A"",28281.63,,231.704,,53854.826,,441.218,"
"2000,5100,""Total gross domestic product"",3312,""ADB: Group B"",621759.213,,457.307,,1088755.507,,800.785,"
"2000,5100,""Total gross domestic product"",3313,""ADB: Group C"",1774472.986,,984.944,,3892870.853,,2160.788,"
"2000,5100,""Total gross domestic product"",332,""Haiti"",3664.504,,432.962,,7024.572,,829.955,"
"2000,5100,""Total gross domestic product"",3320,""ECA (Economic Commission for Africa)"",655205.082,,809.118,,1182480.344,,1460.254,"
"2000,5100,""Total gross domestic product"",3321,""ECA: North Africa"",264066.986,,1468.358,,475672.128,,2644.998,"
"2000,5100,""Total gross domestic product"",3322,""ECA: Eastern Africa"",53693.665,,271.285,,93812.994,,473.986,"
"2000,5100,""Total gross domestic product"",3323,""ECA: Central Africa"",31540.585,,395.642,,57614.657,,722.712,"
"2000,5100,""Total gross domestic product"",3324,""ECA: Southern Africa"",188822.812,,1571.133,,292900.834,,2437.132,"
"2000,5100,""Total gross domestic product"",3325,""ECA: West Africa"",117081.035,,504.415,,262479.732,,1130.831,"
"2000,5100,""Total gross domestic product"",3326,""ECA: Island economies"",11225.472,,618.628,,16871.305,,929.766,"
"2000,5100,""Total gross domestic product"",3327,""ECA: Landlocked countries"",52155.494,,277.132,,81927.052,,435.325,"
"2000,5100,""Total gross domestic product"",3328,""ECA: Landlocked LDCs"",43434.978,,246.348,,71571.707,,405.929,"
"2000,5100,""Total gross domestic product"",3329,""ECA: Least developed countries"",115505.609,,294.208,,222502.75,,566.744,"
"2000,5100,""Total gross domestic product"",3330,""ECLAC (Economic Commission for Latin America and the Caribbean)"",2243714.683,,4339.478,,3527324.426,,6822.055,"
"2000,5100,""Total gross domestic product"",3331,""ECLAC: Caribbean"",44153.691,,6415.439,,64394.631,,9356.406,"
"2000,5100,""Total gross domestic product"",3332,""ECLAC: Latin America"",2199560.992,,4311.472,,3462929.795,,6787.866,"
"2000,5100,""Total gross domestic product"",3333,""ECA: Mineral-rich countries"",285038.683,,868.453,,459030.344,,1398.569,"
"2000,5100,""Total gross domestic product"",3334,""ECA: Non-oil LDCs"",88630.399,,265.064,,140280.243,,419.532,"
"2000,5100,""Total gross domestic product"",3335,""ECA: Non-oil Producing"",413255.495,,864.152,,634234.996,,1326.239,"
"2000,5100,""Total gross domestic product"",3336,""ECA: Oil LDCs"",37518.861,,321.601,,103207.41,,884.663,"
"2000,5100,""Total gross domestic product"",3337,""ECA: Oil producing economies"",241949.587,,729.739,,548245.348,,1653.551,"
"2000,5100,""Total gross domestic product"",3338,""ECA: Sahel"",102692.799,,508.315,,232537.218,,1151.027,"
"2000,5100,""Total gross domestic product"",3339,""ECA: Small island States"",6723.757,,2826.361,,9161.582,,3851.111,"
"2000,5100,""Total gross domestic product"",3340,""ESCAP (Economic and Social Commission for Asia and the Pacific)"",9297800.297,,2452.55,,12500273.466,,3297.291,"
"2000,5100,""Total gross domestic product"",3341,""ESCAP: Africa"",655205.082,,809.118,,1182480.344,,1460.254,"
"2000,5100,""Total gross domestic product"",3342,""ESCAP: Latin America"",2243714.683,,4339.478,,3527324.426,,6822.055,"
"2000,5100,""Total gross domestic product"",3343,""ESCAP: Europe"",9449546.223,,16246.723,,14529859.367,,24981.37,"
"2000,5100,""Total gross domestic product"",3344,""ESCAP: East and North-East Asia (ENEA)"",6865345.806,,4583.575,,7706568.823,,5145.208,"
"2000,5100,""Total gross domestic product"",3345,""ESCAP: North and Central Asia"",314070.653,,1445.297,,919363.145,,4230.745,"
"2000,5100,""Total gross domestic product"",3346,""ESCAP: South and South-West Asia"",1013922.867,,667.138,,1772802.427,,1166.463,"
"2000,5100,""Total gross domestic product"",3347,""ESCAP: Pacific"",479118.064,,15387.742,,945435.22,,30364.36,"
"2000,5100,""Total gross domestic product"",3348,""ESCAP: Pacific island developing economies (PIDE)"",15899.696,,1918.881,,27825.773,,3358.2,"
"2000,5100,""Total gross domestic product"",3349,""ESCAP: Other area"",595510.043,,5681.219,,1095937.814,,10455.345,"
"2000,5100,""Total gross domestic product"",3350,""ESCAP: East and North-East Asia, incl. the Russian Federation"",7126912.952,,4334.526,,8491629.463,,5164.535,"
"2000,5100,""Total gross domestic product"",3351,""ESCAP: Least developed countries"",69574.794,,292.731,,125629.366,,528.576,"
"2000,5100,""Total gross domestic product"",3352,""ESCAP: Landlocked developing countries"",61922.404,,517.87,,154090.808,,1288.693,"
"2000,5100,""Total gross domestic product"",3353,""ESCAP: Countries with special needs"",136538.822,,433.912,,286458.893,,910.348,"
"2000,5100,""Total gross domestic product"",3354,""ESCAP: Small islands developing States"",112862.448,,8961.471,,170253.111,,13518.387,"
"2000,5100,""Total gross domestic product"",3355,""UNECE (Economic Commission for Europe)"",21229943.707,,17927.725,,31054512.779,,26224.128,"
"2000,5100,""Total gross domestic product"",3356,""ESCAP: High-income economies (World Bank)"",6215371.237,,29648.205,,5992768.827,,28586.36,"
"2000,5100,""Total gross domestic product"",3357,""ESCAP: Upper-middle-income economies (World Bank)"",2291959.224,,1205.799,,5104852.791,,2685.661,"
"2000,5100,""Total gross domestic product"",3358,""ESCAP: Lower-middle-income economies (World Bank)"",775559.224,,475.595,,1380345.948,,846.468,"
"2000,5100,""Total gross domestic product"",3359,""ESCAP: Low-income economies (World Bank)"",14810.627,,296.655,,22071.553,,442.091,"
"2000,5100,""Total gross domestic product"",3360,""UNECE: Eastern Europe, Caucasus and Central Asia"",358762.165,,1280.298,,1018847.409,,3635.915,"
"2000,5100,""Total gross domestic product"",3361,""UNECE: West Balkans"",47175.99,,2012.242,,92534.541,,3946.963,"
"2000,5100,""Total gross domestic product"",3370,""ESCWA (Economic and Social Commission for Western Asia)"",659476.086,,3078.836,,1251487.731,,5842.707,"
"2000,5100,""Total gross domestic product"",3371,""ESCWA: Arab countries"",730255.434,,2528.188,,1389297.524,,4809.831,"
"2000,5100,""Total gross domestic product"",3372,""ESCWA: Mashreq"",168723.187,,1395.222,,343513.001,,2840.611,"
"2000,5100,""Total gross domestic product"",3373,""ESCWA: Maghreb"",153511.731,,2049.497,,261411.644,,3490.042,"
"2000,5100,""Total gross domestic product"",3374,""ESCWA: Arab LDCs"",28756.534,,451.821,,75055.679,,1179.27,"
"2000,5100,""Total gross domestic product"",3380,""CBD (Convention on Biological Diversity)"",33106723.32,,5416.177,,47626524.305,,7791.58,"
"2000,5100,""Total gross domestic product"",3381,""CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)"",33081221.547,,5447.186,,47584814.818,,7835.362,"
"2000,5100,""Total gross domestic product"",3382,""Nagoya Protocol on Access and Benefit Sharing"",19247171.35,,4124.582,,27202813.819,,5829.44,"
"2000,5100,""Total gross domestic product"",3383,""LMMC (Like-Minded Megadiverse Countries)"",4010732.632,,1203.323,,7513020.13,,2254.099,"
"2000,5100,""Total gross domestic product"",3384,""BioTrade countries"",25262870.251,,5099.362,,38436328.904,,7758.452,"
"2000,5100,""Total gross domestic product"",340,""Honduras"",7187.325,,1093.211,,11770.777,,1790.366,"
"2000,5100,""Total gross domestic product"",3401,""EFTA (European Free Trade Association)"",462831.254,,38708.745,,851397.894,,71206.393,"
"2000,5100,""Total gross domestic product"",3402,""EU25 (European Union 2004 … 2007)"",8841592.637,,19514.16,,13350885.048,,29466.559,"
"2000,5100,""Total gross domestic product"",3404,""EU15 (European Union 1995 … 2004)"",8480130.661,,22418.804,,12697002.973,,33566.891,"
"2000,5100,""Total gross domestic product"",3406,""Euro area"",6475222.172,,20194.183,,9959435.203,,31060.349,"
"2000,5100,""Total gross domestic product"",3408,""EU27 (European Union 2007 … 2013)"",8892277.646,,18402.079,,13482444.584,,27901.177,"
"2000,5100,""Total gross domestic product"",3410,""EU28 (European Union 2013 … 2020)"",8913946.893,,18279.416,,13521463.939,,27727.837,"
"2000,5100,""Total gross domestic product"",3412,""European Union (2020 …)"",7255830.877,,16933.065,,11257033.769,,26270.745,"
"2000,5100,""Total gross domestic product"",344,""China, Hong Kong SAR"",171668.899,,25985.525,,179510.073,,27172.443,"
"2000,5100,""Total gross domestic product"",348,""Hungary"",47218.411,,4619.967,,91565.532,,8958.999,"
"2000,5100,""Total gross domestic product"",3501,""MSG (Melanesian Spearhead Group)"",7600.317,,1047.42,,15184.264,,2092.583,"
"2000,5100,""Total gross domestic product"",352,""Iceland"",9003.646,,32105.54,,11650.494,,41543.774,"
"2000,5100,""Total gross domestic product"",356,""India"",476148.035,,450.652,,816963.213,,773.218,"
"2000,5100,""Total gross domestic product"",3601,""Northern America and Europe"",20775450.708,,19895.457,,30329369.344,,29044.697,"
"2000,5100,""Total gross domestic product"",3602,""Central and Southern Asia"",781603.462,,516.962,,1470884.443,,972.862,"
"2000,5100,""Total gross domestic product"",3603,""Eastern and South-Eastern Asia"",7821368.944,,3825.025,,9169485.87,,4484.318,"
"2000,5100,""Total gross domestic product"",3604,""Western Asia and Northern Africa"",1142620.42,,3166.7,,2004420.82,,5555.126,"
"2000,5100,""Total gross domestic product"",364,""Iran (Islamic Republic of)"",111614.883,,1700.84,,259396.399,,3952.804,"
"2000,5100,""Total gross domestic product"",368,""Iraq"",23656.881,,1006.779,,94172.733,,4007.762,"
"2000,5100,""Total gross domestic product"",372,""Ireland"",99871.141,,26399.322,,158785.634,,41972.415,"
"2000,5100,""Total gross domestic product"",376,""Israel"",132341.956,,22257.499,,184719.083,,31066.375,"
"2000,5100,""Total gross domestic product"",380,""Italy"",1143828.954,,20176.134,,1841388.009,,32480.46,"
"2000,5100,""Total gross domestic product"",384,""Côte d'Ivoire"",10681.536,,649.15,,21746.722,,1321.615,"
"2000,5100,""Total gross domestic product"",388,""Jamaica"",9005.069,,3392.126,,13035.763,,4910.45,"
"2000,5100,""Total gross domestic product"",3901,""APEC (Asia-Pacific Economic Cooperation)"",20416336.428,,7892.756,,26930912.566,,10411.227,"
"2000,5100,""Total gross domestic product"",3903,""CIS (Commonwealth of Independent States)"",318237.858,,1430.275,,932580.503,,4191.35,"
"2000,5100,""Total gross domestic product"",3905,""OECD (Organisation for Economic Cooperation and Development)"",27569155.421,,22958.145,,36589990.792,,30470.223,"
"2000,5100,""Total gross domestic product"",3906,""OPEC (Organization of the Petroleum Exporting Countries)"",770692.027,,2414.465,,1649310.993,,5167.049,"
"2000,5100,""Total gross domestic product"",3907,""ACP (African, Caribbean and Pacific Group of States)"",507899.698,,716.921,,905725.608,,1278.468,"
"2000,5100,""Total gross domestic product"",3908,""LAS (League of Arab States)"",730255.434,,2528.188,,1389297.524,,4809.831,"
