,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
26577,2017,208,Denmark,3923,GSTP: Latin America,6.744,0.0393,1
26578,2017,208,Denmark,3924,GSTP: Asia,0.0,0.0,0
26579,2017,208,Denmark,3932,TPP (Trans-Pacific Partnership),0.0,0.0,0
26580,2017,208,Denmark,3940,ACP: Africa,0.0,0.0,0
26581,2017,208,Denmark,3941,ACP: Western Africa,0.0,0.0,0
26582,2017,208,Denmark,3942,ACP: Eastern Africa,0.0,0.0,0
26583,2017,208,Denmark,3943,ACP: Central Africa,0.0,0.0,0
26584,2017,208,Denmark,3944,ACP: Southern Africa,0.0,0.0,0
26585,2017,208,Denmark,3945,ACP: Caribbean,0.0,0.0,0
26586,2017,208,Denmark,3946,ACP: Pacific,0.0,0.0,0
26587,2017,208,Denmark,3947,ACP: LDCs,0.0,0.0,0
26588,2017,208,Denmark,3948,ACP: LLDCs,0.0,0.0,0
26589,2017,208,Denmark,3949,ACP: islands states,0.0,0.0,0
26590,2017,208,Denmark,3950,ACP: Northern Africa,0.0,0.0,0
26591,2017,208,Denmark,398,Kazakhstan,0.0,0.0,0
26592,2017,208,Denmark,400,Jordan,0.0,0.0,0
26593,2017,208,Denmark,404,Kenya,0.0,0.0,0
26594,2017,208,Denmark,408,"Korea, Dem. People's Rep. of",0.0,0.0,0
26595,2017,208,Denmark,410,"Korea, Republic of",0.0,0.0,0
26596,2017,208,Denmark,414,Kuwait,0.0,0.0,0
26597,2017,208,Denmark,418,Lao People's Dem. Rep.,0.0,0.0,0
26598,2017,208,Denmark,422,Lebanon,0.0,0.0,0
26599,2017,208,Denmark,428,Latvia,0.0,0.0,0
26600,2017,208,Denmark,430,Liberia,0.0,0.0,0
26601,2017,208,Denmark,434,Libya,0.0,0.0,0
26602,2017,208,Denmark,438,Liechtenstein,0.0,0.0,0
26603,2017,208,Denmark,440,Lithuania,0.0,0.0,0
26604,2017,208,Denmark,442,Luxembourg,0.0,0.0,0
26605,2017,208,Denmark,446,"China, Macao SAR",0.0,0.0,0
26606,2017,208,Denmark,450,Madagascar,0.0,0.0,0
26607,2017,208,Denmark,458,Malaysia,0.0,0.0,0
26608,2017,208,Denmark,462,Maldives,0.0,0.0,0
26609,2017,208,Denmark,470,Malta,0.0,0.0,0
26610,2017,208,Denmark,474,Martinique,0.0,0.0,0
26611,2017,208,Denmark,478,Mauritania,0.0,0.0,0
26612,2017,208,Denmark,480,Mauritius,0.0,0.0,0
26613,2017,208,Denmark,484,Mexico,0.0,0.0,0
26614,2017,208,Denmark,492,Monaco,0.0,0.0,0
26615,2017,208,Denmark,496,Mongolia,0.0,0.0,0
26616,2017,208,Denmark,498,"Moldova, Republic of",0.0,0.0,0
26617,2017,208,Denmark,499,Montenegro,0.0,0.0,0
26618,2017,208,Denmark,504,Morocco,0.0,0.0,0
26619,2017,208,Denmark,508,Mozambique,0.0,0.0,0
26620,2017,208,Denmark,5100,Africa,0.0,0.0,0
26621,2017,208,Denmark,5110,Northern Africa,0.0,0.0,0
26622,2017,208,Denmark,512,Oman,0.0,0.0,0
26623,2017,208,Denmark,5120,Sub-Saharan Africa,0.0,0.0,0
26624,2017,208,Denmark,5121,Eastern Africa,0.0,0.0,0
26625,2017,208,Denmark,5122,Middle Africa,0.0,0.0,0
26626,2017,208,Denmark,5123,Southern Africa,0.0,0.0,0
26627,2017,208,Denmark,5124,Western Africa,0.0,0.0,0
26628,2017,208,Denmark,516,Namibia,0.0,0.0,0
26629,2017,208,Denmark,5200,America,46.123,0.2688,7
26630,2017,208,Denmark,5210,Northern America,39.379,0.2295,6
26631,2017,208,Denmark,5220,Latin America and the Caribbean,6.744,0.0393,1
26632,2017,208,Denmark,5221,Caribbean,0.0,0.0,0
26633,2017,208,Denmark,5222,Central America,0.0,0.0,0
26634,2017,208,Denmark,5223,South America,6.744,0.0393,1
26635,2017,208,Denmark,528,Netherlands,4.387,0.02557,1
26636,2017,208,Denmark,5300,Asia,0.0,0.0,0
26637,2017,208,Denmark,531,Curaçao,0.0,0.0,0
26638,2017,208,Denmark,5310,Central Asia,0.0,0.0,0
26639,2017,208,Denmark,5320,Southern Asia,0.0,0.0,0
26640,2017,208,Denmark,533,Aruba,0.0,0.0,0
26641,2017,208,Denmark,5330,Eastern Asia,0.0,0.0,0
26642,2017,208,Denmark,5340,Western Asia,0.0,0.0,0
26643,2017,208,Denmark,535,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0
26644,2017,208,Denmark,5350,South-eastern Asia,0.0,0.0,0
26645,2017,208,Denmark,540,New Caledonia,0.0,0.0,0
26646,2017,208,Denmark,5400,Europe,17112.547,99.7312,403
26647,2017,208,Denmark,5410,Eastern Europe,0.0,0.0,0
26648,2017,208,Denmark,5420,Northern Europe,16965.372,98.87347,399
26649,2017,208,Denmark,5430,Southern Europe,1.0,0.00583,1
26650,2017,208,Denmark,5440,Western Europe,146.175,0.8519,3
26651,2017,208,Denmark,548,Vanuatu,0.0,0.0,0
26652,2017,208,Denmark,5500,Oceania,0.0,0.0,0
26653,2017,208,Denmark,554,New Zealand,0.0,0.0,0
26654,2017,208,Denmark,558,Nicaragua,0.0,0.0,0
26655,2017,208,Denmark,5600,Asia and Oceania,0.0,0.0,0
26656,2017,208,Denmark,566,Nigeria,0.0,0.0,0
26657,2017,208,Denmark,579,Norway,78.858,0.45958,11
26658,2017,208,Denmark,580,Northern Mariana Islands,0.0,0.0,0
26659,2017,208,Denmark,583,Micronesia (Federated States of),0.0,0.0,0
26660,2017,208,Denmark,584,Marshall Islands,0.0,0.0,0
26661,2017,208,Denmark,585,Palau,0.0,0.0,0
26662,2017,208,Denmark,586,Pakistan,0.0,0.0,0
26663,2017,208,Denmark,591,Panama,0.0,0.0,0
26664,2017,208,Denmark,598,Papua New Guinea,0.0,0.0,0
26665,2017,208,Denmark,600,Paraguay,0.0,0.0,0
26666,2017,208,Denmark,604,Peru,0.0,0.0,0
26667,2017,208,Denmark,608,Philippines,0.0,0.0,0
26668,2017,208,Denmark,616,Poland,0.0,0.0,0
26669,2017,208,Denmark,620,Portugal,0.0,0.0,0
26670,2017,208,Denmark,624,Guinea-Bissau,0.0,0.0,0
26671,2017,208,Denmark,626,Timor-Leste,0.0,0.0,0
26672,2017,208,Denmark,634,Qatar,0.0,0.0,0
26673,2017,208,Denmark,638,Réunion,0.0,0.0,0
26674,2017,208,Denmark,642,Romania,0.0,0.0,0
26675,2017,208,Denmark,643,Russian Federation,0.0,0.0,0
26676,2017,208,Denmark,652,Saint Barthélemy,0.0,0.0,0
26677,2017,208,Denmark,654,Saint Helena,0.0,0.0,0
26678,2017,208,Denmark,659,Saint Kitts and Nevis,0.0,0.0,0
26679,2017,208,Denmark,660,Anguilla,0.0,0.0,0
26680,2017,208,Denmark,662,Saint Lucia,0.0,0.0,0
26681,2017,208,Denmark,666,Saint Pierre and Miquelon,0.0,0.0,0
26682,2017,208,Denmark,670,Saint Vincent and the Grenadines,0.0,0.0,0
26683,2017,208,Denmark,678,Sao Tome and Principe,0.0,0.0,0
26684,2017,208,Denmark,682,Saudi Arabia,0.0,0.0,0
26685,2017,208,Denmark,686,Senegal,0.0,0.0,0
26686,2017,208,Denmark,690,Seychelles,0.0,0.0,0
26687,2017,208,Denmark,694,Sierra Leone,0.0,0.0,0
26688,2017,208,Denmark,702,Singapore,0.0,0.0,0
26689,2017,208,Denmark,704,Viet Nam,0.0,0.0,0
26690,2017,208,Denmark,705,Slovenia,0.0,0.0,0
26691,2017,208,Denmark,706,Somalia,0.0,0.0,0
26692,2017,208,Denmark,710,South Africa,0.0,0.0,0
26693,2017,208,Denmark,724,Spain,1.0,0.00583,1
26694,2017,208,Denmark,729,Sudan,0.0,0.0,0
26695,2017,208,Denmark,740,Suriname,0.0,0.0,0
26696,2017,208,Denmark,752,Sweden,268.557,1.56514,21
26697,2017,208,Denmark,756,Switzerland,0.0,0.0,0
26698,2017,208,Denmark,757,"Switzerland, Liechtenstein",0.0,0.0,0
26699,2017,208,Denmark,760,Syrian Arab Republic,0.0,0.0,0
26700,2017,208,Denmark,764,Thailand,0.0,0.0,0
26701,2017,208,Denmark,768,Togo,0.0,0.0,0
26702,2017,208,Denmark,772,Tokelau,0.0,0.0,0
26703,2017,208,Denmark,776,Tonga,0.0,0.0,0
26704,2017,208,Denmark,780,Trinidad and Tobago,0.0,0.0,0
26705,2017,208,Denmark,784,United Arab Emirates,0.0,0.0,0
26706,2017,208,Denmark,788,Tunisia,0.0,0.0,0
26707,2017,208,Denmark,792,Turkey,0.0,0.0,0
26708,2017,208,Denmark,795,Turkmenistan,0.0,0.0,0
26709,2017,208,Denmark,796,Turks and Caicos Islands,0.0,0.0,0
26710,2017,208,Denmark,798,Tuvalu,0.0,0.0,0
26711,2017,208,Denmark,804,Ukraine,0.0,0.0,0
26712,2017,208,Denmark,818,Egypt,0.0,0.0,0
26713,2017,208,Denmark,830,Channel Islands,0.0,0.0,0
26714,2017,208,Denmark,834,"Tanzania, United Republic of",0.0,0.0,0
26715,2017,208,Denmark,841,United States of America including Puerto Rico,0.0,0.0,0
26716,2017,208,Denmark,842,United States of America,0.0,0.0,0
26717,2017,208,Denmark,850,United States Virgin Islands,0.0,0.0,0
26718,2017,208,Denmark,858,Uruguay,0.0,0.0,0
26719,2017,208,Denmark,862,Venezuela (Bolivarian Rep. of),0.0,0.0,0
26720,2017,208,Denmark,876,Wallis and Futuna Islands,0.0,0.0,0
26721,2017,208,Denmark,882,Samoa,0.0,0.0,0
26722,2017,208,Denmark,887,Yemen,0.0,0.0,0
26723,2017,208,Denmark,926,United Kingdom,303.557,1.76912,7
26724,2017,300,Greece,0000,World,71877.605,100.0,768
26725,2017,300,Greece,0000u,World n.e.s.,19.559,0.02721,5
26726,2017,300,Greece,008,Albania,3.05,0.00424,1
26727,2017,300,Greece,012,Algeria,0.0,0.0,0
26728,2017,300,Greece,016,American Samoa,0.0,0.0,0
26729,2017,300,Greece,024,Angola,0.0,0.0,0
26730,2017,300,Greece,028,Antigua and Barbuda,0.0,0.0,0
26731,2017,300,Greece,031,Azerbaijan,0.0,0.0,0
26732,2017,300,Greece,032,Argentina,0.0,0.0,0
26733,2017,300,Greece,036,Australia,0.0,0.0,0
26734,2017,300,Greece,040,Austria,0.0,0.0,0
26735,2017,300,Greece,044,Bahamas,0.0,0.0,0
26736,2017,300,Greece,048,Bahrain,0.0,0.0,0
26737,2017,300,Greece,050,Bangladesh,0.0,0.0,0
26738,2017,300,Greece,052,Barbados,0.0,0.0,0
26739,2017,300,Greece,056,Belgium,3392.389,4.71967,19
26740,2017,300,Greece,060,Bermuda,0.0,0.0,0
26741,2017,300,Greece,068,Bolivia (Plurinational State of),0.0,0.0,0
26742,2017,300,Greece,076,Brazil,0.0,0.0,0
26743,2017,300,Greece,084,Belize,0.0,0.0,0
26744,2017,300,Greece,090,Solomon Islands,0.0,0.0,0
26745,2017,300,Greece,092,British Virgin Islands,0.0,0.0,0
26746,2017,300,Greece,096,Brunei Darussalam,0.0,0.0,0
26747,2017,300,Greece,100,Bulgaria,0.0,0.0,0
26748,2017,300,Greece,104,Myanmar,0.0,0.0,0
26749,2017,300,Greece,1100,Developed economies,71055.696,98.85652,746
26750,2017,300,Greece,1120,Developed economies: America,1.735,0.00241,1
26751,2017,300,Greece,1130,Developed economies: Asia,0.0,0.0,0
26752,2017,300,Greece,1140,Developed economies: Europe,71053.961,98.8541,745
26753,2017,300,Greece,1150,Developed economies: Oceania,0.0,0.0,0
26754,2017,300,Greece,116,Cambodia,0.0,0.0,0
26755,2017,300,Greece,120,Cameroon,0.0,0.0,0
26756,2017,300,Greece,1200,Developing economies,796.83,1.10859,14
26757,2017,300,Greece,1210,Developing economies: Africa,5.5,0.00765,1
26758,2017,300,Greece,1220,Developing economies: America,0.0,0.0,0
26759,2017,300,Greece,1230,Developing economies: Asia,790.189,1.09935,12
26760,2017,300,Greece,124,Canada,0.0,0.0,0
26761,2017,300,Greece,1250,Developing economies: Oceania,1.141,0.00159,1
26762,2017,300,Greece,1300,Transition economies,5.52,0.00768,3
26763,2017,300,Greece,132,Cabo Verde,0.0,0.0,0
26764,2017,300,Greece,136,Cayman Islands,0.0,0.0,0
26765,2017,300,Greece,144,Sri Lanka,0.0,0.0,0
26766,2017,300,Greece,152,Chile,0.0,0.0,0
26767,2017,300,Greece,156,China,0.0,0.0,0
26768,2017,300,Greece,158,"China, Taiwan Province of",0.0,0.0,0
26769,2017,300,Greece,170,Colombia,0.0,0.0,0
26770,2017,300,Greece,174,Comoros,0.0,0.0,0
26771,2017,300,Greece,175,Mayotte,0.0,0.0,0
26772,2017,300,Greece,178,Congo,0.0,0.0,0
26773,2017,300,Greece,180,"Congo, Dem. Rep. of the",0.0,0.0,0
26774,2017,300,Greece,184,Cook Islands,0.0,0.0,0
26775,2017,300,Greece,188,Costa Rica,0.0,0.0,0
26776,2017,300,Greece,191,Croatia,0.0,0.0,0
26777,2017,300,Greece,192,Cuba,0.0,0.0,0
26778,2017,300,Greece,196,Cyprus,0.0,0.0,0
26779,2017,300,Greece,204,Benin,0.0,0.0,0
26780,2017,300,Greece,208,Denmark,0.0,0.0,0
26781,2017,300,Greece,2101,Developed economies: Asia and Oceania,0.0,0.0,0
26782,2017,300,Greece,2102,Developing economies: Asia and Oceania,791.33,1.10094,13
26783,2017,300,Greece,2116,Sub-Saharan Africa excluding South Africa,0.0,0.0,0
26784,2017,300,Greece,2117,Africa excluding South Africa,5.5,0.00765,1
26785,2017,300,Greece,212,Dominica,0.0,0.0,0
26786,2017,300,Greece,214,Dominican Republic,0.0,0.0,0
26787,2017,300,Greece,2160,Developing economies excluding China,796.83,1.10859,14
26788,2017,300,Greece,2161,Developing economies excluding LDCs,796.83,1.10859,14
26789,2017,300,Greece,218,Ecuador,0.0,0.0,0
26790,2017,300,Greece,2200,M49 developing regions,796.83,1.10859,14
26791,2017,300,Greece,2205,M49 developed regions,71061.216,98.8642,749
26792,2017,300,Greece,2210,LDCs (Least developed countries),0.0,0.0,0
26793,2017,300,Greece,2211,LDCs: Africa and Haiti,0.0,0.0,0
26794,2017,300,Greece,2213,LDCs: Asia,0.0,0.0,0
26795,2017,300,Greece,2216,LDCs: Islands,0.0,0.0,0
26796,2017,300,Greece,222,El Salvador,0.0,0.0,0
26797,2017,300,Greece,2220,LLDCs (Landlocked developing countries),0.0,0.0,0
26798,2017,300,Greece,2221,LDCs: Africa,0.0,0.0,0
26799,2017,300,Greece,2222,LDCs: Islands and Haiti,0.0,0.0,0
26800,2017,300,Greece,2230,SIDS (Small island developing States) (UNCTAD),1.141,0.00159,1
26801,2017,300,Greece,2231,SIDS: Atlantic and Indian Ocean,0.0,0.0,0
26802,2017,300,Greece,2232,SIDS: Caribbean,0.0,0.0,0
26803,2017,300,Greece,2233,SIDS: Pacific,1.141,0.00159,1
26804,2017,300,Greece,2250,SIDS (Small island developing States) (UN-OHRLLS),1.141,0.00159,1
26805,2017,300,Greece,226,Equatorial Guinea,0.0,0.0,0
26806,2017,300,Greece,231,Ethiopia,0.0,0.0,0
26807,2017,300,Greece,232,Eritrea,0.0,0.0,0
26808,2017,300,Greece,233,Estonia,0.0,0.0,0
26809,2017,300,Greece,234,Faroe Islands,0.0,0.0,0
26810,2017,300,Greece,2370,Selected exporters of petroleum,783.722,1.09036,9
26811,2017,300,Greece,2371,Selected exporters of manufactured goods,3.296,0.00459,2
26812,2017,300,Greece,2372,Selected exporters of manufactured goods and primary commodities,5.766,0.00802,4
26813,2017,300,Greece,2373,Selected exporters of agricultural products,3.171,0.00441,1
26814,2017,300,Greece,2374,Selected exporters of minerals and mining products,0.0,0.0,0
26815,2017,300,Greece,2376,Selected LIFDC (Low-income food-deficit countries),3.171,0.00441,1
26816,2017,300,Greece,2378,LIFDC (Low-income food-deficit countries) (FAO),3.171,0.00441,1
26817,2017,300,Greece,238,Falkland Islands (Malvinas),0.0,0.0,0
26818,2017,300,Greece,2411,Net food-importing economies,68457.015,95.24109,738
26819,2017,300,Greece,2412,Net food-exporting economies,3401.031,4.7317,25
26820,2017,300,Greece,2413,Net food-exporting developing economies,4.437,0.00617,3
26821,2017,300,Greece,2414,Net food-exporting transition economies,2.47,0.00344,2
26822,2017,300,Greece,2415,Net food-exporting developed economies,3394.124,4.72209,20
26823,2017,300,Greece,2416,Major net food-exporting economies,3399.89,4.73011,24
26824,2017,300,Greece,242,Fiji,0.0,0.0,0
26825,2017,300,Greece,2420,Net food-importing developing economies,792.393,1.10242,11
26826,2017,300,Greece,2421,Net food-importing transition economies,3.05,0.00424,1
26827,2017,300,Greece,2422,Net food-importing developed economies,67661.572,94.13443,726
26828,2017,300,Greece,2423,Major net food-importing economies,4393.524,6.11251,30
26829,2017,300,Greece,246,Finland,0.0,0.0,0
26830,2017,300,Greece,250,"France, metropolitan",0.0,0.0,0
26831,2017,300,Greece,2508,Industrialized economies (UNIDO),7782.148,10.82694,49
26832,2017,300,Greece,2509,EIEs (Emerging Industrial Economies) (UNIDO),64068.536,89.1356,711
26833,2017,300,Greece,251,France,3122.421,4.34408,11
26834,2017,300,Greece,2510,Emerging markets,794.988,1.10603,14
26835,2017,300,Greece,2511,Emerging markets: Africa,5.5,0.00765,1
26836,2017,300,Greece,2512,Emerging markets: America,0.0,0.0,0
26837,2017,300,Greece,2513,Emerging markets: Asia,787.018,1.09494,11
26838,2017,300,Greece,2514,Emerging markets: Europe and Kazakhstan,2.47,0.00344,2
26839,2017,300,Greece,258,French Polynesia,0.0,0.0,0
26840,2017,300,Greece,2611,HIPCs (Heavily indebted poor countries) (IMF),0.0,0.0,0
26841,2017,300,Greece,262,Djibouti,0.0,0.0,0
26842,2017,300,Greece,2621,High-income developing economies,787.018,1.09494,11
26843,2017,300,Greece,2622,Middle-income developing economies,6.641,0.00924,2
26844,2017,300,Greece,2623,Low-income developing economies,3.171,0.00441,1
26845,2017,300,Greece,2624,Low-income economies (World Bank),3.171,0.00441,1
26846,2017,300,Greece,2625,Lower-middle-income economies (World Bank),7.97,0.01109,3
26847,2017,300,Greece,2626,Upper-middle-income economies (World Bank),7.487,0.01042,4
26848,2017,300,Greece,2627,High-income economies (World Bank),71839.418,99.94687,755
26849,2017,300,Greece,2628,High-income OECD members (World Bank),71055.696,98.85652,746
26850,2017,300,Greece,2629,High-income non OECD members (World Bank),783.722,1.09036,9
26851,2017,300,Greece,266,Gabon,0.0,0.0,0
26852,2017,300,Greece,268,Georgia,0.0,0.0,0
26853,2017,300,Greece,270,Gambia,0.0,0.0,0
26854,2017,300,Greece,2710,BASIC,0.0,0.0,0
26855,2017,300,Greece,2711,BRICS,0.0,0.0,0
26856,2017,300,Greece,276,Germany,0.225,0.00031,1
26857,2017,300,Greece,288,Ghana,0.0,0.0,0
26858,2017,300,Greece,292,Gibraltar,0.0,0.0,0
26859,2017,300,Greece,296,Kiribati,0.0,0.0,0
26860,2017,300,Greece,300,Greece,64057.27,89.11993,706
26861,2017,300,Greece,304,Greenland,0.0,0.0,0
26862,2017,300,Greece,308,Grenada,0.0,0.0,0
26863,2017,300,Greece,3101,AMU (Arab Maghreb Union),0.0,0.0,0
26864,2017,300,Greece,3102,COMESA (Common Market for Eastern and Southern Africa),5.5,0.00765,1
26865,2017,300,Greece,3103,ECCAS (Economic Community of Central African States),0.0,0.0,0
26866,2017,300,Greece,3104,ECOWAS (Economic Community of West African States),0.0,0.0,0
26867,2017,300,Greece,3105,MRU (Mano River Union),0.0,0.0,0
26868,2017,300,Greece,3106,SADC (Southern African Development Community),0.0,0.0,0
26869,2017,300,Greece,3107,CEMAC (Economic and Monetary Community of Central Africa),0.0,0.0,0
26870,2017,300,Greece,3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
26871,2017,300,Greece,3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
26872,2017,300,Greece,3110,EAC (East African Community),0.0,0.0,0
26873,2017,300,Greece,3111,SACU (Southern African Customs Union),0.0,0.0,0
26874,2017,300,Greece,3112,CEN-SAD (Community of Sahel-Saharan States),5.5,0.00765,1
26875,2017,300,Greece,3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
26876,2017,300,Greece,3114,United Nations member States,71858.046,99.97279,763
26877,2017,300,Greece,312,Guadeloupe,0.0,0.0,0
26878,2017,300,Greece,316,Guam,0.0,0.0,0
26879,2017,300,Greece,320,Guatemala,0.0,0.0,0
26880,2017,300,Greece,3201,CAN (Andean Community),0.0,0.0,0
26881,2017,300,Greece,3202,CACM (Central American Common Market),0.0,0.0,0
26882,2017,300,Greece,3203,CARICOM (Caribbean Community),0.0,0.0,0
26883,2017,300,Greece,3204,FTAA (Free Trade Area of the Americas),1.735,0.00241,1
26884,2017,300,Greece,3205,LAIA (Latin American Integration Association),0.0,0.0,0
26885,2017,300,Greece,3206,NAFTA (North American Free Trade Agreement),1.735,0.00241,1
26886,2017,300,Greece,3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
26887,2017,300,Greece,3208,MERCOSUR (Southern Common Market),0.0,0.0,0
26888,2017,300,Greece,3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
26889,2017,300,Greece,3210,UNASUR (Union of South American Nations),0.0,0.0,0
26890,2017,300,Greece,3211,ACS (Association of Caribbean States),0.0,0.0,0
26891,2017,300,Greece,324,Guinea,0.0,0.0,0
26892,2017,300,Greece,328,Guyana,0.0,0.0,0
26893,2017,300,Greece,3301,ASEAN (Association of Southeast Asian Nations),0.0,0.0,0
26894,2017,300,Greece,3302,APTA (Asia-Pacific Trade Agreement),0.0,0.0,0
26895,2017,300,Greece,3303,GCC (The Cooperation Council for the Arab States of the Gulf),783.722,1.09036,9
26896,2017,300,Greece,3304,SAARC (South Asian Association for Regional Cooperation),0.0,0.0,0
26897,2017,300,Greece,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",0.0,0.0,0
26898,2017,300,Greece,3306,ECO (Economic Cooperation Organization),3.296,0.00459,2
26899,2017,300,Greece,3307,African Union,5.5,0.00765,1
26900,2017,300,Greece,3310,"ADB (African Development Bank), developing member countries",1.141,0.00159,1
26901,2017,300,Greece,3311,ADB: Group A,1.141,0.00159,1
26902,2017,300,Greece,3312,ADB: Group B,0.0,0.0,0
26903,2017,300,Greece,3313,ADB: Group C,0.0,0.0,0
26904,2017,300,Greece,332,Haiti,0.0,0.0,0
26905,2017,300,Greece,3320,ECA (Economic Commission for Africa),5.5,0.00765,1
26906,2017,300,Greece,3321,ECA: North Africa,5.5,0.00765,1
26907,2017,300,Greece,3322,ECA: East Africa,0.0,0.0,0
26908,2017,300,Greece,3323,ECA: Central Africa,0.0,0.0,0
26909,2017,300,Greece,3324,ECA: Southern Africa,0.0,0.0,0
26910,2017,300,Greece,3325,ECA: West Africa,0.0,0.0,0
26911,2017,300,Greece,3330,ECLAC (Economic Commission for Latin America and the Caribbean),0.0,0.0,0
26912,2017,300,Greece,3331,ECLAC: Caribbean,0.0,0.0,0
26913,2017,300,Greece,3332,ECLAC: Latin America,0.0,0.0,0
26914,2017,300,Greece,3340,ESCAP (Economic and Social Commission for Asia and the Pacific),4.437,0.00617,3
26915,2017,300,Greece,3341,ESCAP: Africa,5.5,0.00765,1
26916,2017,300,Greece,3342,ESCAP: Latin America,0.0,0.0,0
26917,2017,300,Greece,3343,ESCAP: Europe,71059.481,98.86178,748
26918,2017,300,Greece,3344,ESCAP: East and North-East Asia (ENEA),0.0,0.0,0
26919,2017,300,Greece,3345,ESCAP: North and Central Asia,0.0,0.0,0
26920,2017,300,Greece,3346,ESCAP: South and South-West Asia,3.296,0.00459,2
26921,2017,300,Greece,3347,ESCAP: Pacific,1.141,0.00159,1
26922,2017,300,Greece,3348,ESCAP: Pacific island developing economies (PIDE),0.0,0.0,0
26923,2017,300,Greece,3349,ESCAP: Other area,786.893,1.09477,10
26924,2017,300,Greece,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0.0,0.0,0
26925,2017,300,Greece,3355,UNECE (Economic Commission for Europe),71064.512,98.86878,751
26926,2017,300,Greece,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",2.47,0.00344,2
26927,2017,300,Greece,3361,UNECE: West Balkans,3.05,0.00424,1
26928,2017,300,Greece,3370,ESCWA (Economic and Social Commission for Western Asia),792.393,1.10242,11
26929,2017,300,Greece,3371,ESCWA: Arab countries,792.393,1.10242,11
26930,2017,300,Greece,340,Honduras,0.0,0.0,0
26931,2017,300,Greece,3401,EFTA (European Free Trade Association),0.0,0.0,0
26932,2017,300,Greece,3402,EU25 (European Union 2004 … 2007),71053.961,98.8541,745
26933,2017,300,Greece,3404,EU15 (European Union 1995 … 2004),71053.961,98.8541,745
26934,2017,300,Greece,3406,Euro area,70572.305,98.184,737
26935,2017,300,Greece,3408,EU27 (European Union 2007 … 2013),71053.961,98.8541,745
26936,2017,300,Greece,3410,EU28 (European Union 2013 … 2020),71053.961,98.8541,745
26937,2017,300,Greece,3411,CEFTA (Central European Free Trade Agreement),3.05,0.00424,1
26938,2017,300,Greece,3412,European Union (2020 …),70572.305,98.184,737
26939,2017,300,Greece,344,"China, Hong Kong SAR",0.0,0.0,0
26940,2017,300,Greece,3501,MSG (Melanesian Spearhead Group),0.0,0.0,0
26941,2017,300,Greece,352,Iceland,0.0,0.0,0
26942,2017,300,Greece,356,India,0.0,0.0,0
26943,2017,300,Greece,360,Indonesia,0.0,0.0,0
26944,2017,300,Greece,3601,Northern America and Europe,71061.216,98.8642,749
26945,2017,300,Greece,3602,Central and Southern Asia,0.0,0.0,0
26946,2017,300,Greece,3603,Eastern and South-Eastern Asia,0.0,0.0,0
26947,2017,300,Greece,3604,Western Asia and Northern Africa,795.689,1.10701,13
26948,2017,300,Greece,364,Iran (Islamic Republic of),0.0,0.0,0
26949,2017,300,Greece,368,Iraq,0.0,0.0,0
26950,2017,300,Greece,372,Ireland,0.0,0.0,0
26951,2017,300,Greece,376,Israel,0.0,0.0,0
26952,2017,300,Greece,380,Italy,0.0,0.0,0
26953,2017,300,Greece,384,Côte d'Ivoire,0.0,0.0,0
26954,2017,300,Greece,388,Jamaica,0.0,0.0,0
26955,2017,300,Greece,3901,APEC (Asia-Pacific Economic Cooperation),1.735,0.00241,1
26956,2017,300,Greece,3903,CIS (Commonwealth of Independent States),0.0,0.0,0
26957,2017,300,Greece,3905,OECD (Organisation for Economic Cooperation and Development),71058.992,98.8611,748
26958,2017,300,Greece,3906,OPEC (Organization of the Petroleum Exporting Countries),0.0,0.0,0
26959,2017,300,Greece,3907,"ACP (African, Caribbean and Pacific Group of States)",1.141,0.00159,1
26960,2017,300,Greece,3908,LAS (League of Arab States),792.393,1.10242,11
26961,2017,300,Greece,3909,OIC (Organisation of Islamic Cooperation),798.739,1.11125,14
26962,2017,300,Greece,3910,OAS (Organization of American States),1.735,0.00241,1
26963,2017,300,Greece,3912,G7 (Group of Seven),3606.037,5.01691,21
26964,2017,300,Greece,3913,G8 (Group of Eight),3606.037,5.01691,21
26965,2017,300,Greece,3916,G20 (Group of Twenty),71058.992,98.8611,748
26966,2017,300,Greece,3919,G-77 (Group of 77),793.534,1.10401,12
26967,2017,300,Greece,392,Japan,0.0,0.0,0
26968,2017,300,Greece,3921,GSTP (Global System of Trade Preferences among Developing Countries),5.5,0.00765,1
26969,2017,300,Greece,3922,GSTP: Africa,5.5,0.00765,1
26970,2017,300,Greece,3923,GSTP: Latin America,0.0,0.0,0
26971,2017,300,Greece,3924,GSTP: Asia,0.0,0.0,0
26972,2017,300,Greece,3932,TPP (Trans-Pacific Partnership),0.0,0.0,0
